,Show_ID_tmdb,name_tmdb,Genre,Overview_Text_tvdb,Vote_Average_tmdb,Vote_Count_tmdb
1580,7961,TekWar,"[10765, 10759, 80]","TekWar is a North American television series, based on the TekWar novels ghost-written by Ron Goulart from outlines by William Shatner and developed for television by Stephen Roloff. The series follows Jake Cardigan, a former police officer turned private investigator working for Cosmos, a private security firm owned and operated by Walter Bascom.

The series was broadcast in Canada on CTV and in the United States on USA Network and the Sci Fi Channel. The series, which was a co-production between Atlantis Films and Universal Television premiered on January 17, 1994 and ended on February 9, 1996.",5.3,12
1581,46934,Whodunnit?,[10764],"Whodunnit? is a murder mystery reality competition television series broadcast on ABC. The series premiered on June 23, 2013, and concluded its first season on August 18, 2013.

The series is hosted by Gildart Jackson, who plays the mansion's butler, Giles.",3.0,1
1582,1823,The Love Boat,"[18, 35]","Passengers who search for romantic nights aboard a beautiful ship travelling to tropical or mysterious countries, decide to pass their vacation aboard the ""Love Boat"", where Gopher, Dr. Bricker, Isaac, Julie, and Captain Stubing try their best to please them, and sometimes help them fall in love. Things are not always so easy, but in the end, love wins.",6.3,110
1583,15136,Unhitched,[35],A 35-year old guy who got married right out of college finds himself  newly divorced and ill-prepared to re-enter the dating scene.,10.0,1
1584,70445,American Playboy: The Hugh Hefner Story,"[99, 18]","A fascinating docuseries chronicling Playboy magazine’s charismatic founder, Hugh Hefner, and his impact on global culture. Told from his unique perspective with never-before-seen footage from his private archive, discover the captivating story about the man behind the bunny.",5.6,19
1585,71736,LA to Vegas,[35],"An ensemble workplace comedy about a group of underdogs trying to find their place in the world, set on the Friday night flight from LAX to Vegas and the returning flight on Sunday, who all share the same goal: to come back a winner in the casino of life.",6.9,33
1586,63933,Best Time Ever with Neil Patrick Harris,[35],"Five-time Emmy Award winner Neil Patrick Harris is coming to NBC on a new primetime variety series based on the U.K.'s hugely popular ""Ant and Dec's Saturday Night Takeaway."" The show will feature comedy sketches, musical numbers, mini game shows, hidden camera pranks on celebrities and appearances by A-list stars. Harris, who has served as an Emmy and Tony Award host and was recently announced as host of the 2015 Academy Awards, will bring his multi-dimensional skills to the forefront of this new hour-long series. Harris recently co-starred in David Fincher’s ""Gone Girl,"" and finished a run on Broadway as the lead in ""Hedwig and the Angry Inch,"" for which he won a Tony Award for Best Performance by a Leading Actor in a Musical. For nine seasons he played the role of Barney Stinson on ""How I Met Your Mother,"" for which he received four Emmy and two Golden Globe nominations.",6.0,11
1587,32745,My Generation,[18],"A documentary crew follows the stories of nine classmates during their high school years in Austin, Texas, and then revisits them ten years later to examine how far they have come.",8.0,2
1588,60889,State of Affairs,[18],"Each day the President is faced with dozens of life and death decisions, and to prioritize the biggest international crises facing the country, one top CIA analyst - Charleston Tucker - assembles the President's Daily Briefing.

This list of the most vital security issues facing the nation brings with it moral and political judgment calls for Charleston and her trusted group of brilliant analysts at the agency. Aside from the political minefields she has to walk, Charlie has a close personal relationship with the President because she was once engaged to her son before a tragic terrorist attack took his life. Charlie survived that attack and is now determined to bring the perpetrators to justice.

Navigating a complex personal life and a pressure-cooker profession is, of course, a challenge, and Charlie sometimes engages in boundary-pushing behavior to avoid facing her grief. But when the clock strikes 2 a.m., she is all about her job - protecting her nation, serving her president and still trying to get to the bottom of her fiancé's murder that will reveal itself as a shocking mystery.",5.6,51
1589,11996,The Outcasts,"[37, 10759]","The Outcasts is an American Western genre television series, appearing on ABC in the 1968-69 season. The series stars Don Murray and Otis Young. It is most notable for being the first television Western with an African American co-star.",0.0,0
1590,102085,Too Hot to Handle,[10764],"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.",6.8,330
1591,71308,Disjointed,[35],Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.,5.8,65
1592,75789,Save Me,"[18, 80, 9648]","Nelson ""Nelly"" Rowe's life is turned upside down when he is arrested on suspicion of kidnapping his thirteen-year-old daughter Jody, whom he hasn't seen in ten years. After convincing the police of his innocence, and frustrated with the way the case is progressing, he decides to take matters into his own hands and track down Jody himself.",6.3,25
1593,66545,Pure Genius,[18],"A young Silicon Valley tech-titan enlists a veteran surgeon with a controversial past in starting a hospital with a cutting-edge, new school approach to medicine.",6.4,62
1594,63645,Agent X,"[10759, 18]","Hidden from the view of the public - and even from the President - there is a top secret agent who is trained and ready to serve, deployed only at the careful discretion of the Vice President.",5.3,39
1595,46697,Crash & Bernstein,"[35, 10762, 10751]","Wyatt Bernstein is a typical boy who lives n a household full of females. Wyatt desperately wishes for a brother he could do fun guy stuff with. When he is reluctantly taken to a Build-A-Bestie store by his family for his birthday, he creates a boy-filled version of a Bestie. Wyatt's dream finally comes true when his creation, Crash, comes to life.",8.4,7
1596,2309,Danny Phantom,"[10759, 16, 35, 10765]","Danny Fenton was once your typical kid until he accidentally blew up his parents' laboratory and became ghost-hunting superhero Danny Phantom. Now half-ghost, Danny's picked up paranormal powers, but only his sister, Jazz, and best friends, Samantha and Tucker, know his secret. Danny's busy fighting ghosts, saving Casper High and hiding his new identity all while trying to graduate.",8.4,897
1597,71716,Reverie,"[10765, 18]",A former detective specializing in human behavior is brought in when the launch of an advanced virtual reality program has dangerous and unintended consequences.,6.8,50
