index,author,review_source,title,season,release_date,review_length
8020,Brian Lowry,CNN,Ratched,1.0,18-Sep-20,404
8021,Richard Roeper,Chicago Sun-Times,Ratched,1.0,18-Sep-20,335
8022,Nancy DeWolf Smith,Wall Street Journal,John from Cincinnati,1.0,10-Jun-07,332
8023,Scott D. Pierce,The Salt Lake Tribune,The Mick,1.0,25-Dec-16,304
8024,David Wiegand,San Francisco Chronicle,The Mick,1.0,25-Dec-16,390
8025,Allison Keene,Collider,The Mick,1.0,25-Dec-16,305
8026,Miles Beller,The Hollywood Reporter,The Commish,1.0,28-Sep-91,360
8027,Howard Rosenberg,Los Angeles Times,The Commish,1.0,28-Sep-91,405
8028,Dorothy Rabinowitz,Wall Street Journal,The Millers,1.0,3-Oct-13,301
8029,Alessandra Stanley,The New York Times,The Millers,1.0,3-Oct-13,406
8030,Dan Fienberg,The Hollywood Reporter,"Midnight, Texas",1.0,24-Jul-17,373
8031,Josh Bell,Las Vegas Weekly,"Midnight, Texas",1.0,24-Jul-17,324
8032,Robert Lloyd,Los Angeles Times,Accidentally on Purpose,1.0,21-Sep-09,393
8033,Alan Sepinwall,Newark Star-Ledger,Accidentally on Purpose,1.0,21-Sep-09,321
8034,Glenn Garvin,Miami Herald,Accidentally on Purpose,1.0,21-Sep-09,363
8035,Alan Sepinwall,Hitfix,Undateable (2014),1.0,29-May-14,303
8036,Carla Meyer,San Francisco Chronicle,The Woman In The House Across The Street From The Girl In The Window,1.0,28-Jan-22,347
8037,Brian Lowry,CNN,The Woman In The House Across The Street From The Girl In The Window,1.0,28-Jan-22,363
8038,John Anderson,Wall Street Journal,The Woman In The House Across The Street From The Girl In The Window,1.0,28-Jan-22,333
8039,Benji Wilson,The Telegraph,The Woman In The House Across The Street From The Girl In The Window,1.0,28-Jan-22,307
8040,Chitra Ramaswamy,The Guardian,The Woman In The House Across The Street From The Girl In The Window,1.0,28-Jan-22,336
8041,Kristen Lopez,IndieWire,The Woman In The House Across The Street From The Girl In The Window,1.0,28-Jan-22,358
8042,Brian Tallerico,The Playlist,The Woman In The House Across The Street From The Girl In The Window,1.0,28-Jan-22,301
8043,Lauren Morris,Radio Times,The Woman In The House Across The Street From The Girl In The Window,1.0,28-Jan-22,401
8044,Jen Chaney,New York Magazine (Vulture),The Woman In The House Across The Street From The Girl In The Window,1.0,28-Jan-22,375
8045,Rob Owen,Pittsburgh Post-Gazette,V,2.0,4-Jan-11,319
8046,Cynthia Fuchs,PopMatters,V,2.0,4-Jan-11,332
8047,Maureen Ryan,Chicago Tribune,Desperate Housewives,2.0,25-Sep-05,445
8048,Lizbeth Finn-Arnold,Flak Magazine,Desperate Housewives,2.0,25-Sep-05,312
8049,Robert Lloyd,Los Angeles Times,Chaos,1.0,1-Apr-11,319
8050,Jonathan Storm,Philadelphia Inquirer,Chaos,1.0,1-Apr-11,306
8051,Carol Midgley,The Times,A Christmas Carol (2019),1.0,19-Dec-19,304
8052,Dan Fienberg,The Hollywood Reporter,A Christmas Carol (2019),1.0,19-Dec-19,415
8053,Melanie McFarland,Salon,A Christmas Carol (2019),1.0,19-Dec-19,324
8054,Daniel D'Addario,Variety,A Christmas Carol (2019),1.0,19-Dec-19,563
8055,Lovia Gyarkye,The Hollywood Reporter,The Kardashians,1.0,14-Apr-22,356
8056,Olivia Emily,The Independent,The Kardashians,1.0,14-Apr-22,328
8057,Jordan Julian,The Daily Beast,The Kardashians,1.0,14-Apr-22,491
8058,Tom Long,The Detroit News,24: Legacy,1.0,5-Feb-17,347
8059,Josh Wilding,We Got This Covered,24: Legacy,1.0,5-Feb-17,309
8060,Vicki Hyman,Newark Star-Ledger,24: Legacy,1.0,5-Feb-17,348
8061,Ken Tucker,Yahoo TV,24: Legacy,1.0,5-Feb-17,366
8062,Melanie McFarland,Salon,24: Legacy,1.0,5-Feb-17,352
8063,Maureen Ryan,Variety,24: Legacy,1.0,5-Feb-17,317
8064,Hank Stuever,Washington Post,24: Legacy,1.0,5-Feb-17,311
8065,Howard Rosenberg,Los Angeles Times,Battery Park,1.0,23-Mar-00,332
8066,Glenn Garvin,Reason.com,Lisey's Story,1.0,4-Jun-21,575
8067,Richard Roeper,Chicago Sun-Times,Lisey's Story,1.0,4-Jun-21,339
8068,John Anderson,Wall Street Journal,Lisey's Story,1.0,4-Jun-21,389
8069,Steve Greene,IndieWire,Lisey's Story,1.0,4-Jun-21,345
8070,Melanie McFarland,Salon,Lisey's Story,1.0,4-Jun-21,437
8071,Judy Berman,Time,Lisey's Story,1.0,4-Jun-21,354
8072,Chris Vognar,San Francisco Chronicle,Lisey's Story,1.0,4-Jun-21,389
8073,Daniel D'Addario,Variety,Lisey's Story,1.0,4-Jun-21,361
8074,Robert Lloyd,Los Angeles Times,Lisey's Story,1.0,4-Jun-21,361
8075,Dan Fienberg,The Hollywood Reporter,Lisey's Story,1.0,4-Jun-21,319
8076,Dorothy Rabinowitz,Wall Street Journal,Chicago Fire,1.0,10-Oct-12,378
8077,Nancy Franklin,The New Yorker,Sarah Palin's Alaska,1.0,14-Nov-10,332
8078,Brian Tallerico,RogerEbert.com,La Brea,1.0,28-Sep-21,405
8079,Glenn Garvin,Reason.com,La Brea,1.0,28-Sep-21,379
8080,Jeanne Jakle,San Antonio Express-News,Killer Women,1.0,7-Jan-14,348
8081,Brian Lowry,Variety,Dig,1.0,5-Mar-15,383
8082,Brian Tallerico,RogerEbert.com,Dig,1.0,5-Mar-15,363
8083,Mary McNamara,Los Angeles Times,Dig,1.0,5-Mar-15,403
8084,Ross Bonaime,Collider,How I Met Your Father,1.0,18-Jan-22,426
8085,Rob Owen,Pittsburgh Tribune-Review,How I Met Your Father,1.0,18-Jan-22,401
8086,Ed Power,i,How I Met Your Father,1.0,18-Jan-22,312
8087,Alan Sepinwall,Rolling Stone,How I Met Your Father,1.0,18-Jan-22,333
8088,Verne Gay,Newsday,How I Met Your Father,1.0,18-Jan-22,367
8089,Caroline Framke,Variety,How I Met Your Father,1.0,18-Jan-22,478
8090,Gwen Ihnat,The A.V. Club,How I Met Your Father,1.0,18-Jan-22,363
8091,Inkoo Kang,Washington Post,How I Met Your Father,1.0,18-Jan-22,306
8092,Diane Werts,Newsday,"Alex, Inc.",1.0,28-Mar-18,328
8093,Robert Abele,L.A. Weekly,Swingtown,1.0,5-Jun-08,315
8094,Tom Shales,Washington Post,Swingtown,1.0,5-Jun-08,330
8095,Dorothy Rabinowitz,Wall Street Journal,Swingtown,1.0,5-Jun-08,306
8096,Michael Slezak,TVLine,Lucifer,1.0,25-Jan-16,475
8097,Robert Bianco,USA Today,Lucifer,1.0,25-Jan-16,411
8098,Brian Lowry,Variety,Lucifer,1.0,25-Jan-16,544
8099,Chris Cabin,Slant Magazine,Lucifer,1.0,25-Jan-16,344
8100,Jordan Burchette,The Wrap,Happyish,1.0,26-Apr-15,402
8101,Ken Tucker,Yahoo TV,Happyish,1.0,26-Apr-15,335
8102,Verne Gay,Newsday,Happyish,1.0,26-Apr-15,318
8103,Brian Lowry,Variety,Happyish,1.0,26-Apr-15,325
8104,Hank Stuever,Washington Post,Happyish,1.0,26-Apr-15,310
8105,Maureen Ryan,Chicago Tribune,Persons Unknown,1.0,7-Jun-10,338
8106,Inkoo Kang,The Hollywood Reporter,Motherland: Fort Salem,1.0,18-Mar-20,340
8107,Caroline Framke,Variety,Dad Stop Embarrassing Me!,1.0,14-Apr-21,375
8108,Inkoo Kang,The Hollywood Reporter,Dad Stop Embarrassing Me!,1.0,14-Apr-21,320
8109,Ellen E Jones,The Guardian,Dad Stop Embarrassing Me!,1.0,14-Apr-21,407
8110,Verne Gay,Newsday,Dad Stop Embarrassing Me!,1.0,14-Apr-21,433
8111,Aaron Barnhart,Primetimer,Dad Stop Embarrassing Me!,1.0,14-Apr-21,357
8112,Danette Chavez,The A.V. Club,Dad Stop Embarrassing Me!,1.0,14-Apr-21,368
8113,Maggie Lovitt,Collider,The Offer,1.0,28-Apr-22,320
8114,Alison Foreman,The A.V. Club,The Offer,1.0,28-Apr-22,338
8115,Roxana Hadadi,New York Magazine (Vulture),The Offer,1.0,28-Apr-22,448
8116,Dan Fienberg,The Hollywood Reporter,The Offer,1.0,28-Apr-22,352
8117,Kevin Fallon,The Daily Beast,13 Reasons Why,2.0,18-May-18,476
8118,Alan Sepinwall,UPROXX,13 Reasons Why,2.0,18-May-18,430
8119,Dan Fienberg,The Hollywood Reporter,13 Reasons Why,2.0,18-May-18,378
8120,Melanie McFarland,Salon,13 Reasons Why,2.0,18-May-18,383
8121,Kevin O'Keefe,Variety,13 Reasons Why,2.0,18-May-18,403
8122,Glenn Garvin,Reason.com,Life Sentence,1.0,7-Mar-18,323
8123,Steve Greene,IndieWire,Life Sentence,1.0,7-Mar-18,339
8124,Matt Zoller Seitz,New York Magazine (Vulture),Life Sentence,1.0,7-Mar-18,303
8125,Blake Goble,Consequence,Space Force,1.0,29-May-20,304
8126,Michael Hogan,The Telegraph,Space Force,1.0,29-May-20,365
8127,Dorothy Rabinowitz,Wall Street Journal,Space Force,1.0,29-May-20,503
8128,Adam Chitwood,Collider,Space Force,1.0,29-May-20,315
8129,Richard Roeper,Chicago Sun-Times,Space Force,1.0,29-May-20,557
8130,Ben Travers,IndieWire,Space Force,1.0,29-May-20,596
8131,Brian Tallerico,RogerEbert.com,Space Force,1.0,29-May-20,312
8132,Aaron Barnhart,Primetimer,Space Force,1.0,29-May-20,485
8133,Ed Cumming,The Independent,Space Force,1.0,29-May-20,362
8134,Kristen Baldwin,Entertainment Weekly,Space Force,1.0,29-May-20,318
8135,Hank Stuever,Washington Post,Space Force,1.0,29-May-20,377
8136,Brian Lowry,CNN,Space Force,1.0,29-May-20,359
8137,Troy Patterson,The New Yorker,Space Force,1.0,29-May-20,321
8138,Willa Paskin,Slate,Space Force,1.0,29-May-20,460
8139,Kevin Fallon,The Daily Beast,Space Force,1.0,29-May-20,377
8140,Judy Berman,Time,Space Force,1.0,29-May-20,414
8141,Ross Bonaime,Collider,Turner & Hooch,1.0,21-Jul-21,302
8142,Alan Sepinwall,Rolling Stone,Turner & Hooch,1.0,21-Jul-21,334
8143,Lucy Mangan,The Guardian,Turner & Hooch,1.0,21-Jul-21,327
8144,Will Joyner,The New York Times,Stargate SG-1,1.0,27-Jul-97,435
8145,Gail Pennington,St. Louis Post-Dispatch,Party Girl,1.0,1-Nov-16,349
8146,Robert Bianco,Pittsburgh Post-Gazette,Party Girl,1.0,1-Nov-16,334
8147,Miles Beller,The Hollywood Reporter,Party Girl,1.0,1-Nov-16,495
8148,Chris Kaltenbach,Baltimore Sun,Party Girl,1.0,1-Nov-16,300
8149,Caryn James,The New York Times,Party Girl,1.0,1-Nov-16,426
8150,Randee Dawn,The Hollywood Reporter,Running Wilde,1.0,21-Sep-10,359
8151,Linda Stasi,New York Post,Bachelor Pad,1.0,9-Aug-10,301
8152,Keith Uhlich,The Hollywood Reporter,Blood & Oil,1.0,27-Sep-15,503
8153,Mark Peikert,The Wrap,Blood & Oil,1.0,27-Sep-15,313
8154,Eric Mink,St. Louis Post-Dispatch,Family Matters,1.0,22-Sep-89,462
8155,Jonathan Storm,Philadelphia Inquirer,Oprah's Big Give,1.0,2-Mar-08,420
8156,Rob Owen,Pittsburgh Post-Gazette,Stitchers,1.0,2-Jun-15,350
8157,Mary McNamara,Los Angeles Times,Stitchers,1.0,2-Jun-15,333
8158,Ken Tucker,Yahoo TV,Stitchers,1.0,2-Jun-15,327
8159,Glenn Garvin,Reason.com,Happy Together,1.0,1-Oct-18,389
8160,Ben Travers,IndieWire,Happy Together,1.0,1-Oct-18,313
8161,Dan Fienberg,The Hollywood Reporter,Happy Together,1.0,1-Oct-18,463
8162,Daniel D'Addario,Variety,Happy Together,1.0,1-Oct-18,425
8163,Robert Lloyd,Los Angeles Times,Containment,1.0,19-Apr-16,410
8164,Terry Terrones,Colorado Springs Gazette,Containment,1.0,19-Apr-16,303
8165,Jessica Shaw,Entertainment Weekly,Love in the Wild,1.0,29-Jun-11,378
8166,Maureen Ryan,The Huffington Post,Animal Practice,1.0,12-Aug-12,354
8167,Ellen Gray,Philadelphia Daily News,Animal Practice,1.0,12-Aug-12,347
8168,Tim Goodman,San Francisco Chronicle,Raising the Bar,1.0,1-Sep-08,350
8169,Ginia Bellafante,The New York Times,Raising the Bar,1.0,1-Sep-08,364
8170,Robert Lloyd,Los Angeles Times,Men in Trees,1.0,12-Sep-06,317
8171,Daniel D'Addario,Variety,American Woman,1.0,7-Jun-18,300
8172,Daniel D'Addario,Variety,The Walking Dead: World Beyond,1.0,4-Oct-20,380
8173,Candice Frederick,TV Guide,The Walking Dead: World Beyond,1.0,4-Oct-20,364
8174,Clark Collis,Entertainment Weekly,Same Name,1.0,24-Jul-11,351
8175,Ray Richmond,The Hollywood Reporter,The Secret Life of the American Teenager,1.0,1-Jul-08,323
8176,Dan Fienberg,The Hollywood Reporter,Maya & Marty,1.0,31-May-16,364
8177,Margaret Lyons,New York Magazine (Vulture),Scorpion,1.0,22-Sep-14,335
8178,Kayla Sutton,The A.V. Club,Selena: The Series,1.0,4-Dec-20,303
8179,Kathryn VanArendonk,New York Magazine (Vulture),Selena: The Series,1.0,4-Dec-20,342
8180,Judy Berman,Time,Selena: The Series,1.0,4-Dec-20,320
8181,Lorraine Ali,Los Angeles Times,Selena: The Series,1.0,4-Dec-20,443
8182,Kristi Turnquist,The Oregonian,Secrets and Lies,1.0,1-Mar-15,313
8183,Mary McNamara,Los Angeles Times,Secrets and Lies,1.0,1-Mar-15,309
8184,Neil Genzlinger,The New York Times,Secrets and Lies,1.0,1-Mar-15,302
8186,Rob Owen,Pittsburgh Post-Gazette,Tremors,1.0,28-Mar-03,363
8187,Charlie McCollum,San Jose Mercury News/Contra Costa Times,Tremors,1.0,28-Mar-03,344
8188,Noel Holston,Newsday,Tremors,1.0,28-Mar-03,552
8189,Mike Hale,The New York Times,Kirstie,1.0,4-Dec-13,310
8190,Allison Keene,The Hollywood Reporter,Kirstie,1.0,4-Dec-13,373
8191,Erik Adams,The A.V. Club,Working the Engels,1.0,12-Mar-14,336
8192,Isaac Feldberg,Boston Globe,Chambers,1.0,26-Apr-19,377
8193,Dan Fienberg,The Hollywood Reporter,Chambers,1.0,26-Apr-19,343
8194,Haleigh Foutch,Collider,Chambers,1.0,26-Apr-19,378
8195,Lucy Mangan,The Guardian,Chambers,1.0,26-Apr-19,311
8196,Niv M. Sultan,Slant Magazine,Chambers,1.0,26-Apr-19,330
8197,Mark A. Perigard,Boston Herald,Chambers,1.0,26-Apr-19,335
8198,Mike Hale,The New York Times,Chambers,1.0,26-Apr-19,369
8199,Robert Lloyd,Los Angeles Times,Chambers,1.0,26-Apr-19,503
8200,Ed Power,The Telegraph,Chambers,1.0,26-Apr-19,319
8201,Nick Schager,The Daily Beast,Chambers,1.0,26-Apr-19,349
8202,Robert Abele,L.A. Weekly,Cashmere Mafia,1.0,6-Jan-08,308
8203,Mary McNamara,Los Angeles Times,Cashmere Mafia,1.0,6-Jan-08,323
8204,Matt Roush,TV Guide Magazine,Z Nation,1.0,12-Sep-14,418
8205,Tom Gliatto,People Weekly,Marco Polo (2014),1.0,12-Dec-14,377
8206,Mekeisha Madden Toby,The Wrap,Marco Polo (2014),1.0,12-Dec-14,447
8207,Carol Midgley,The Times,American Rust,1.0,12-Sep-21,356
8208,Stuart Jeffries,The Guardian,American Rust,1.0,12-Sep-21,305
8209,Angie Han,The Hollywood Reporter,American Rust,1.0,12-Sep-21,455
8210,Brian Tallerico,The Playlist,American Rust,1.0,12-Sep-21,433
8211,Kristi Turnquist,The Oregonian,American Rust,1.0,12-Sep-21,352
8212,Troy Patterson,The New Yorker,Magnum P.I. (2018),1.0,24-Sep-18,420
8213,Matt Zoller Seitz,New York Magazine (Vulture),Magnum P.I. (2018),1.0,24-Sep-18,436
8214,Ken Tucker,Yahoo TV,Magnum P.I. (2018),1.0,24-Sep-18,381
8215,Kelly Lawler,USA Today,Magnum P.I. (2018),1.0,24-Sep-18,553
8216,Daniel D'Addario,Variety,Magnum P.I. (2018),1.0,24-Sep-18,343
8217,Dan Fienberg,The Hollywood Reporter,Magnum P.I. (2018),1.0,24-Sep-18,371
8218,Ed Bark,Uncle Barky,Magnum P.I. (2018),1.0,24-Sep-18,377
8219,Ben Travers,IndieWire,Magnum P.I. (2018),1.0,24-Sep-18,381
8220,Brian Lowry,Variety,The Royals,1.0,15-Mar-15,341
8221,Maureen Ryan,Chicago Tribune,The Jay Leno Show ,1.0,14-Sep-09,328
8222,Alan Sepinwall,Newark Star-Ledger,The Jay Leno Show ,1.0,14-Sep-09,305
8223,Brian Lowry,CNN,Prison Break,5.0,4-Apr-17,309
8224,Robert Bianco,USA Today,Prison Break,5.0,4-Apr-17,397
8225,Rob Owen,Pittsburgh Post-Gazette,Prison Break,5.0,4-Apr-17,308
8226,Tim Goodman,San Francisco Chronicle,Emily's Reasons Why Not,1.0,9-Jan-06,326
8227,Ellen Gray,Philadelphia Daily News,Harry's Law,1.0,17-Jan-11,373
8228,James Poniewozik,Time,Harry's Law,1.0,17-Jan-11,502
8229,Brian Lowry,Variety,Mixology,1.0,26-Feb-14,361
8230,Dan Fienberg,The Hollywood Reporter,Punky Brewster (2021),1.0,25-Feb-21,384
8231,John Anderson,Wall Street Journal,Punky Brewster (2021),1.0,25-Feb-21,496
8232,Judy Berman,Time,Punky Brewster (2021),1.0,25-Feb-21,388
8233,Heather Havrilesky,Salon,Lucky Louie,1.0,11-Jun-06,336
8234,Ken Tucker,Entertainment Weekly,Melrose Place (1992),1.0,8-Jul-92,352
8235,Caroline Framke,Variety,First Kill,1.0,10-Jun-22,318
8236,Angie Han,The Hollywood Reporter,First Kill,1.0,10-Jun-22,302
8237,Dan Fienberg,The Hollywood Reporter,Living Biblically,1.0,26-Feb-18,361
8238,Matt Zoller Seitz,New York Magazine (Vulture),Second Chance,1.0,13-Jan-16,520
8239,Ed Bark,Uncle Barky,Second Chance,1.0,13-Jan-16,336
8240,Mark Peikert,The Wrap,Second Chance,1.0,13-Jan-16,328
8241,Howard Rosenberg,Los Angeles Times,The Trouble with Larry,1.0,25-Aug-93,367
8242,John Engstrom,Seattle Post-Intelligencer,The Trouble with Larry,1.0,25-Aug-93,346
8243,Brian Tallerico,The Playlist,Clickbait,1.0,25-Aug-21,385
8244,Daniel D'Addario,Variety,Clickbait,1.0,25-Aug-21,355
8245,Richard Roeper,Chicago Sun-Times,Clickbait,1.0,25-Aug-21,326
8246,Allison Keene,Paste Magazine,Clickbait,1.0,25-Aug-21,363
8247,Angie Han,The Hollywood Reporter,Clickbait,1.0,25-Aug-21,328
8248,John Anderson,Wall Street Journal,Clickbait,1.0,25-Aug-21,470
8249,Joel Keller,Decider,Clickbait,1.0,25-Aug-21,338
8250,Brian Lowry,CNN,Clickbait,1.0,25-Aug-21,389
8251,Roxana Hadadi,RogerEbert.com,Clickbait,1.0,25-Aug-21,446
8252,Ed Bark,Dallas Morning News,Rose Red,1.0,27-Jan-02,307
8253,Rob Lowman,Los Angeles Daily News,Rose Red,1.0,27-Jan-02,554
8254,Mark Dawidziak,Cleveland Plain Dealer,Rose Red,1.0,27-Jan-02,486
8255,Terry Kelleher,People Weekly,Rose Red,1.0,27-Jan-02,440
8256,Tom Long,The Detroit News,Rose Red,1.0,27-Jan-02,392
8257,John Levesque,Seattle Post-Intelligencer,Rose Red,1.0,27-Jan-02,534
8258,Robert Bianco,Pittsburgh Post-Gazette,The Magnificent Seven,1.0,3-Jan-98,351
8259,Will Joyner,The New York Times,The Magnificent Seven,1.0,3-Jan-98,333
8261,Brian Lowry,Variety,The Hero,1.0,6-Jun-13,387
8262,Rob Owen,Pittsburgh Post-Gazette,The Hero,1.0,6-Jun-13,351
8263,Mark A. Perigard,Boston Herald,Better Late Than Never,1.0,23-Aug-16,314
8264,Steve Johnson,Chicago Sun-Times,Kingdom Hospital,1.0,3-Mar-04,697
8265,Glenn Garvin,Miami Herald,Kingdom Hospital,1.0,3-Mar-04,305
8266,Matt Zoller Seitz,Newark Star-Ledger,Kingdom Hospital,1.0,3-Mar-04,702
8267,David Zurawik,Baltimore Sun,Kingdom Hospital,1.0,3-Mar-04,515
8268,Maureen Ryan,Vanity Fair,Cowboy Bebop (2021),1.0,19-Nov-21,373
8269,Alan Sepinwall,Rolling Stone,Cowboy Bebop (2021),1.0,19-Nov-21,327
8270,Verne Gay,Newsday,Cowboy Bebop (2021),1.0,19-Nov-21,342
8271,David Ehrlich,IndieWire,Cowboy Bebop (2021),1.0,19-Nov-21,426
8272,Stephen Kelly,Radio Times,Cowboy Bebop (2021),1.0,19-Nov-21,339
8273,Austin Jones,Paste Magazine,Cowboy Bebop (2021),1.0,19-Nov-21,300
8274,Judy Berman,Time,Cowboy Bebop (2021),1.0,19-Nov-21,459
8275,Roxana Hadadi,New York Magazine (Vulture),Cowboy Bebop (2021),1.0,19-Nov-21,365
8276,Dan Fienberg,The Hollywood Reporter,The Village (2019),1.0,19-Mar-19,413
8277,Linda Stasi,New York Post,Clerks,1.0,14-Dec-02,357
8278,Eric Mink,New York Daily News,Clerks,1.0,14-Dec-02,461
8279,Benjamin Lee,The Guardian,Treadstone,1.0,15-Oct-19,407
8280,Tim Goodman,The Hollywood Reporter,Treadstone,1.0,15-Oct-19,355
8281,Brian Tallerico,RogerEbert.com,Treadstone,1.0,15-Oct-19,412
8282,Dan Fienberg,The Hollywood Reporter,NOS4A2,1.0,2-Jun-19,437
8283,Michael Speier,Variety,That Was Then,1.0,27-Sep-02,336
8284,Robert P. Laurence,San Diego Union-Tribune,That Was Then,1.0,27-Sep-02,305
8285,Matt Zoller Seitz,Newark Star-Ledger,That Was Then,1.0,27-Sep-02,463
8286,Noel Holston,Newsday,That Was Then,1.0,27-Sep-02,433
8287,Howard Rosenberg,Los Angeles Times,That Was Then,1.0,27-Sep-02,562
8288,Brian Lowry,Variety,Rogue,1.0,3-Apr-13,337
8289,Sarah Rodman,Boston Globe,Intruders,1.0,23-Aug-14,327
8290,Ellen Gray,Philadelphia Daily News,Chase,1.0,20-Sep-10,487
8291,Scott Timberg,The Hollywood Reporter,Chase,1.0,20-Sep-10,326
8292,Robert Lloyd,Los Angeles Times,Chase,1.0,20-Sep-10,356
8293,Erik Adams,The A.V. Club,Roadies,1.0,26-Jun-16,373
8294,Ed Bark,Uncle Barky,Roadies,1.0,26-Jun-16,389
8295,Chuck Barney,San Jose Mercury News/Contra Costa Times,Roadies,1.0,26-Jun-16,355
8296,Alan Sepinwall,Hitfix,Roadies,1.0,26-Jun-16,312
8297,Isaac Feldberg,We Got This Covered,Roadies,1.0,26-Jun-16,402
8298,Rob Owen,Pittsburgh Post-Gazette,Roadies,1.0,26-Jun-16,345
8299,Terry Terrones,Colorado Springs Gazette,Roadies,1.0,26-Jun-16,349
8300,Glenn Garvin,Reason.com,Roadies,1.0,26-Jun-16,300
8301,Mary McNamara,Los Angeles Times,Roadies,1.0,26-Jun-16,384
8302,Kristi Turnquist,The Oregonian,Roadies,1.0,26-Jun-16,310
8303,Nancy DeWolf Smith,Wall Street Journal,Roadies,1.0,26-Jun-16,356
8304,Tim Goodman,The Hollywood Reporter,Roadies,1.0,26-Jun-16,473
8305,Jonathan Storm,Philadelphia Inquirer,Gary Unmarried,1.0,24-Sep-08,330
8306,Brian Lowry,Variety,Gary Unmarried,1.0,24-Sep-08,385
8307,Verne Gay,Newsday,Gary Unmarried,1.0,24-Sep-08,354
8308,Brian Lowry,Variety,Between,1.0,21-May-15,340
8309,Michael Starr,New York Post,Nightflyers,1.0,2-Dec-18,313
8310,Brian Tallerico,RogerEbert.com,Nightflyers,1.0,2-Dec-18,319
8311,Glenn Garvin,Reason.com,Nightflyers,1.0,2-Dec-18,575
8312,Hanh Nguyen,IndieWire,New Amsterdam (2018),1.0,25-Sep-18,306
8313,Ed Bark,Uncle Barky,New Amsterdam (2018),1.0,25-Sep-18,355
8314,David Hinckley,New York Daily News,Happily Divorced,1.0,15-Jun-11,428
8315,Alan Sepinwall,Rolling Stone,American Gods,2.0,10-Mar-19,340
8316,Verne Gay,Newsday,Of Kings and Prophets,1.0,8-Mar-16,362
8317,Tim Goodman,The Hollywood Reporter,Of Kings and Prophets,1.0,8-Mar-16,332
8318,Isaac Feldberg,Boston Globe,Of Kings and Prophets,1.0,8-Mar-16,358
8319,Mary McNamara,Los Angeles Times,Of Kings and Prophets,1.0,8-Mar-16,396
8320,Tim Goodman,The Hollywood Reporter,Emerald City,1.0,6-Jan-17,316
8321,Matt Zoller Seitz,New York Magazine (Vulture),Emerald City,1.0,6-Jan-17,343
8322,Hank Stuever,Washington Post,Emerald City,1.0,6-Jan-17,318
8323,Sophie Gilbert,The Atlantic,Emerald City,1.0,6-Jan-17,334
8324,Emily VanDerWerff,Vox.com,Knightfall,1.0,6-Dec-17,315
8325,Allison Keene,Collider,Knightfall,1.0,6-Dec-17,511
8326,Barbara Speed,i,Devils,1.0,7-Oct-20,348
8327,John Anderson,Wall Street Journal,Devils,1.0,7-Oct-20,389
8328,Richard Roeper,Chicago Sun-Times,Proven Innocent,1.0,15-Feb-19,411
8329,Ed Bark,Uncle Barky,Proven Innocent,1.0,15-Feb-19,410
8330,Dan Fienberg,The Hollywood Reporter,Proven Innocent,1.0,15-Feb-19,425
8331,Daniel D'Addario,Variety,Proven Innocent,1.0,15-Feb-19,369
8332,Mary McNamara,Los Angeles Times,Welcome to the Family,1.0,3-Oct-13,303
8333,Ellen Gray,Philadelphia Daily News,Glory Daze,1.0,16-Nov-10,331
8334,John Young,Entertainment Weekly,Glory Daze,1.0,16-Nov-10,341
8335,Alan Sepinwall,Newark Star-Ledger,Hell's Kitchen,1.0,30-May-05,321
8336,Daniel D'Addario,Variety,Messiah (2020),1.0,1-Jan-20,316
8337,Nick Schager,The Daily Beast,Messiah (2020),1.0,1-Jan-20,309
8338,Hal Boedeker,Miami Herald,"Beverly Hills, 90210",1.0,4-Oct-90,353
8339,Robert P. Laurence,San Diego Union-Tribune,"Beverly Hills, 90210",1.0,4-Oct-90,326
8340,Rick Kogan,Chicago Tribune,"Beverly Hills, 90210",1.0,4-Oct-90,371
8341,Matt Roush,USA Today,"Beverly Hills, 90210",1.0,4-Oct-90,460
8342,Tom Shales,Washington Post,"Beverly Hills, 90210",1.0,4-Oct-90,354
8343,Joshua Alston,The A.V. Club,Feed the Beast (2016),1.0,5-Jun-16,307
8344,Mike Hale,The New York Times,Feed the Beast (2016),1.0,5-Jun-16,310
8345,Chris Cabin,Slant Magazine,Feed the Beast (2016),1.0,5-Jun-16,398
8346,Hank Stuever,Washington Post,Feed the Beast (2016),1.0,5-Jun-16,311
8347,Brian Tallerico,RogerEbert.com,Feed the Beast (2016),1.0,5-Jun-16,352
8348,Robert Bianco,USA Today,Tut,1.0,19-Jul-15,300
8349,David Wiegand,San Francisco Chronicle,Tut,1.0,19-Jul-15,407
